ParticipantId,ParticipantGender,Condition,Domain,DocumentId,GenderIndication,ExpStereotype,Query,Label
M375,m,E,2,20,f,f,Play ideas for newborn babies,n
M070,m,E,2,20,f,f,New born babies and what to do,n
M051,m,E,2,20,f,f,Play ideas for babies,n
M329,m,E,2,20,f,f,What games can I play with my baby,n
M311,m,C,2,20,f,f,entertaining newborns,n
M083,m,C,2,20,f,f,Play ideas for new babies,n
M396,m,C,2,20,f,f,Ideas for baby development ,n
M215,m,C,2,20,f,f,babies play ideas,n
M304,m,C,2,20,f,f,Play ideas for newborns,n
M191,m,C,2,20,f,f,"tips for new moms to bond, learn and develop.",f
M123,m,E,2,20,f,f,play newborns,n
M018,m,C,2,20,f,f,How babies learn,n
M173,m,C,2,20,f,f,how to. play with my newborn,n
M046,m,E,2,20,f,f,how to keep a new born baby entertained,n
M052,m,C,2,20,f,f,games to play with babies,n
M056,f,E,2,20,f,f,Play mother and baby,f
M147,m,E,2,20,f,f,Playing and bonding with newborns,n
M366,m,C,2,20,f,f,Bonding mums babies,f
M183,f,E,2,20,f,f,activities for newborns,n
M087,m,E,2,20,f,f,Things to do with children ,n
M200,f,E,2,20,f,f,New mum,f
M049,f,C,2,20,f,f,Baby play ideas,n
M221,f,E,2,20,f,f,how to entertain a baby,n
M264,m,C,2,20,f,f,Play dates for me and my baby,n
M157,f,C,2,20,f,f,Play ideas for newborns,n
M209,m,E,2,20,f,f,how to play with your newborn baby,n
M107,f,C,2,20,f,f,Things I can do with a newborn ,n
M135,f,C,2,20,f,f,newborn baby play ideas ,n
M149,m,E,2,20,f,f,Mum and baby play ideas,f
M002,f,E,2,20,f,f,ideas for play for mums and new babies,f
M175,f,C,2,20,n,f,development games for babies,n
M138,m,E,2,20,n,f,baby play ideas,n
M250,f,C,2,20,n,f,newborn baby play ideas,n
M207,f,E,2,20,n,f,helping my newborn,n
M140,f,C,2,20,n,f,Interacting with newborn babies,n
M179,f,E,2,20,n,f,newborn play ideas,n
M013,f,C,2,20,n,f,Early development play for babies,n
M308,f,E,2,20,n,f,Activities for me and my newborn ,n
M041,m,E,2,20,n,f,how to play with my baby,n
M225,m,E,2,20,n,f,Best ideas for playing with newborn babaies,n
M026,f,C,2,20,n,f,How to play with your newborn,n
M115,f,E,2,20,n,f,Play ideas for babies,n
M192,f,E,2,20,n,f,how to play with newborn babies,n
M116,f,E,2,20,n,f,Parent ideals,n
M346,m,C,2,20,n,f,How to play with newborn babies,n
M165,f,C,2,20,n,f,Best ways to play with baby,n
M045,f,C,2,20,n,f,play ideas for babies,n
M222,f,C,2,20,n,f,How to play with a newborn ,n
M035,f,C,2,20,n,f,play ideas for babies,n
M109,f,C,2,20,n,f,Games for newborns,n
M335,m,C,2,20,n,f,playing with a newborn,n
M197,m,E,2,20,n,f,baby play ideas,n
M011,f,E,2,20,n,f,Playtime for newborn babies,n
M032,f,C,2,20,n,f,How to play with a newborn baby,n
M064,f,C,2,20,n,f,How to play with my baby,n
M133,f,E,2,20,n,f,how to play with newborns,n
M307,f,E,2,20,n,f,How to occupy a baby,n
M320,f,E,2,20,n,f,How to play with a newborn ,n
M100,f,C,2,20,n,f,play newborn babies,n
M148,f,E,2,20,n,f,Ideas for playing with newborn ,n
M224,f,C,2,20,n,f,baby play ideas,n
M302,f,C,2,20,n,f,How to interact with my new born ,n
M261,f,C,2,20,n,f,What activities to do with my baby,n
M219,f,C,2,20,n,f,Play newborns parents,n
M395,m,C,2,20,n,f,things to do with kids,n
M074,f,E,2,20,n,f,games for babies ,n
M155,f,E,2,20,n,f,play ideas for newborns,n
M285,nb,E,2,20,n,f,Play for babies,n
M284,f,C,2,20,n,f,things to do with a newborn,n
M291,m,E,2,20,n,f,play ideas babies,n
M029,m,E,2,20,n,f,What games can I play with my newborn,n
M078,m,C,2,20,n,f,ideas or plans for playing with babies,n
M354,f,C,2,20,n,f,Play idea for parents with a newborn ,n
M312,m,E,2,20,n,f,Entertaining a new born ,n
M378,m,C,2,20,n,f,toys for newborns,n
M318,f,C,2,20,n,f,What are some play ideas for parents and newborn babies? ,n
M104,m,E,2,20,n,f,play ideas with newborns,n
M110,m,C,2,20,n,f,How to play with a newborn,n
M227,f,E,2,20,n,f,Socialisation for babies,n
M151,f,E,2,20,n,f,Play ideas for children,n
M258,m,C,2,20,n,f,newborn games,n
M054,m,C,2,20,n,f,Games for newborns and parents,n
M094,f,E,2,20,n,f,how to play with newborn ,n
M120,m,E,2,20,n,f,Playing with newborn babies ,n
M142,m,C,2,20,n,f,Play idea for newborn babies and players,n
M333,f,C,2,20,n,f,What games can I play with my newborn?,n
M389,f,E,2,20,n,f,games to play with babies,n
M393,m,C,2,20,n,f,Play ideas for newborns,n
M091,f,E,2,20,n,f, play ideas  + new parents ,n
M377,m,C,2,20,n,f,Young children play ,n
M108,f,E,2,20,n,f,what to play with my newborn,n
M034,f,E,2,20,n,f,games for parents and new babies,n
M077,f,C,2,20,n,f,play for new babies,n
M024,m,E,2,20,n,f,bonding with baby at playtime,n
M394,f,C,2,20,n,f,play games parents and babies,n
M187,f,C,2,20,n,f,Playing with my new baby,n
M159,f,C,2,20,n,f,play ideas newborn,n
M144,f,E,2,20,n,f,Play ideas newborns ,n
M031,f,E,2,20,n,f,Play ideas for babies.,n
M373,m,E,2,20,n,f,Ways to help develop babies ,n
M174,f,C,2,20,n,f,Games for mums and newborns,f
M027,m,E,2,20,n,f,Advice for new parents about play?,n
M325,m,E,2,20,n,f,how to keep a newborn entertained,n
M226,f,C,2,20,n,f,Developmental play with new born,n
M337,f,E,2,20,n,f,How do I keep my newborn entertained ,n
M152,m,E,2,20,n,f,baby play ideas,n
M079,f,C,2,20,n,f,Newborn play ideas,n
M008,f,C,2,20,n,f,play ideas for babies,n
M119,f,E,2,20,n,f,Play ideas for babies,n
M385,m,C,2,20,n,f,Games for newborn,n
M146,m,C,2,20,n,f,Games for parents of newborns,n
M088,m,C,2,20,n,f,baby play ideas,n
M075,m,E,2,20,n,f,Ideas for playing with new born,n
M199,m,C,2,20,n,f,Play for newborns,n
M048,m,E,2,20,n,f,Newborn babies  Play ideas for parents ,n
M236,m,C,2,20,n,f,Best play ideas for babies,n
M331,m,E,2,20,n,f,Games to play with your baby,n
M338,f,E,2,20,n,f,How to entertain my newborn baby,n
M203,f,C,2,20,n,f,Ideas on games for kids,n
M092,f,E,2,20,n,f,play ideas for my newborn baby,n
M111,f,C,2,20,n,f,Play ideas for newborn babies and parents,n
M210,m,C,2,20,n,f,searching for newborn baby developmant,n
M178,m,E,2,20,n,f,Baby toys,n
M267,m,E,2,20,n,f,play ideas for parents and newborns,n
M086,m,E,2,20,n,f,suggested play techniques for newborn kids,n
M022,m,E,2,20,n,f,Play for newborns,n
M028,f,C,2,20,n,f,Newborn baby play ideas ,n
M299,m,C,2,20,n,f,play ideas babies,n
M113,m,E,2,20,n,f,parent and baby bonding play,n
M065,m,C,2,20,n,f,how to entertain newborns,n
M359,m,C,2,20,n,f,Games to play with baby,n
M349,m,E,2,20,n,f,Parents and newborns play ideas ,n
M185,m,C,2,20,n,f,How to interact with a newborn ,n
M163,m,E,2,20,n,f,Best ways to interact with my baby,n
M150,m,E,2,20,n,f,New dad help,m
M102,m,E,2,20,n,f,Play ideas for parents & newborn babies,n
M164,m,C,2,20,n,f,Games for babies.,n
M342,m,E,2,20,n,f,newborn play ideas,n
M213,m,C,2,20,n,f,Play ideas for babies,n
M386,m,C,2,20,n,f,Ways to entertain a baby and parent,n
M271,m,E,2,20,n,f,playing for parents and new born babies,n
M053,m,C,2,20,n,f,parenting for beginners,n
M038,m,C,2,20,n,f,Ideas for children's play,n
M330,m,C,2,20,n,f,Best play ideas for newborn babies,n
M384,m,E,2,20,n,f,Baby party ideas,n
M061,f,E,2,20,n,f,how do i play with my newborn?,n
M229,f,E,2,20,n,f,how to help my newborn develop,n
M195,m,C,2,20,n,f,What can parents do to entertain their newborns?,n
M387,m,C,2,20,n,f,Games to play with toddlers,n
M172,m,E,2,20,n,f,play ideas for new born babies,n
M106,f,E,2,20,n,f,games to play with new borns,n
M276,f,C,2,20,n,f,How to play with a baby,n
M319,m,C,2,20,n,f,What to do with newborn baby,n
M131,f,C,2,20,n,f,How to play with a baby,n
M132,m,C,2,20,n,f,Play ideas new parents ,n
M076,m,C,2,20,n,f,How to entertain newborn babies,n
M141,f,C,2,20,n,f,Play tips for newborns,n
M060,m,C,2,20,n,f,games to play with newborns,n
M361,m,C,2,20,n,f,Games to play with young babies,n
M356,m,C,2,20,n,f,baby play development,n
M182,f,E,2,20,n,f,Play ideas for newborns,n
M180,m,C,2,20,n,f,play ideas for babies,n
M161,f,C,2,20,n,f,Play ideas for newborns ,n
M244,m,C,2,20,n,f,games for babies,n
M112,m,C,2,20,n,f,Toys for newborns,n
M171,f,E,2,20,n,f,Idea for newborn activities ,n
M118,f,C,2,20,n,f,Toys for babies,n
M169,f,E,2,20,n,f,Kplay for newborns,n
M098,f,E,2,20,n,f,Play development newborn,n
M362,m,C,2,20,n,f,beneficial play and games for babies,n
M067,m,C,2,20,n,f,how to entertain a baby,n
M138,m,E,1,29,m,m,how to become a ceo,n
M071,f,E,1,29,m,m,how to become a CEO,n
M207,f,E,1,29,m,m,how to become a CEO,n
M057,f,C,1,29,m,m,How do men become CEOs?,m
M308,f,E,1,29,m,m,Male CEOs versus female CEOs,n
M223,f,C,1,29,m,m,how to become a male CEO,m
M030,f,E,1,29,m,m,What are the qualities to become a CEO,n
M310,f,C,1,29,m,m,how can a man get to be a company ceo,m
M297,m,C,1,29,m,m,How do some people become CEOs,n
M041,m,E,1,29,m,m,how males become ceo's in a company,m
M134,m,E,1,29,m,m,How do I become a CEO,n
M124,f,E,1,29,m,m,How to become a ceo as a man ,m
M234,f,C,1,29,m,m,how to become a CEO,n
M116,f,E,1,29,m,m,Entrepreneur for men,m
M317,f,E,1,29,m,m,becoming a CEO,n
M044,f,E,1,29,m,m,how men become CEOs,m
M246,m,C,1,29,m,m,male CEO leadership,m
M194,nb,C,1,29,m,m,how to get ahead in business,n
M222,f,C,1,29,m,m,How to become a CEO,n
M228,f,E,1,29,m,m,How to be a ceo,n
M281,m,E,1,29,m,m,How to become a CEO?,n
M009,f,C,1,29,m,m,Male leadership qualities ,m
M218,f,C,1,29,m,m,how men get to the top,m
M085,m,C,1,29,m,m,what can make some men CEOs,m
M011,f,E,1,29,m,m,Positive attributes of male CEOs,m
M064,f,C,1,29,m,m,How do men become CEOs?,m
M214,f,E,1,29,m,m,how does a man become a CEO?,m
M307,f,E,1,29,m,m,How to become a ceo,n
M265,f,E,1,29,m,m,Male ceo bias ,m
M326,m,C,1,29,m,m,How to become a CEO,n
M101,f,C,1,29,m,m,leadership and CEO chances,n
M277,f,C,1,29,m,m,how can a man become a CEO?,m
M063,m,C,1,29,m,m,how to become a CEO,n
M369,m,C,1,29,m,m,How do ants build nests? ,r
M261,f,C,1,29,m,m,Why do men become ceos,m
M062,f,E,1,29,m,m,How to be successful at the top ,n
M363,f,E,1,29,m,m,How do I become a CEO?,n
M129,f,E,1,29,m,m,how do you become a ceo,n
M074,f,E,1,29,m,m,skills for CEO ,n
M155,f,E,1,29,m,m,how to become a CEO,n
M286,f,E,1,29,m,m,Why are there more Male CEOs?,m
M284,f,C,1,29,m,m,how to be successful,n
M358,f,C,1,29,m,m,What makes a good ceo,n
M382,m,E,1,29,m,m,What attributes do men have to become CEO's,m
M318,f,C,1,29,m,m,How do men become CEO's?,m
M287,f,E,1,29,m,m,how to become a top male CEO,m
M019,f,E,1,29,m,m,how to become a CEO,n
M104,m,E,1,29,m,m,how do men become CEOs,m
M094,f,E,1,29,m,m,how do men become CEO,m
M068,f,C,1,29,m,m,Male ceo ambitions,m
M033,f,C,1,29,m,m,How to become a ceo,n
M241,f,E,1,29,m,m,how do men become CEOs,m
M253,f,C,1,29,m,m,what enabling men CEOs,m
M249,f,C,1,29,m,m,why do some men become CEOs,m
M389,f,E,1,29,m,m,why are most CEOs men,m
M243,f,E,1,29,m,m,Male CEOs and aiming to be CEOs,m
M355,m,E,1,29,m,m,how do people become CEO,n
M239,f,E,1,29,m,m,How do more men become CEOs than women ,r
M377,m,C,1,29,m,m,Male CEO dominance,m
M034,f,E,1,29,m,m,How to become a CEO,n
M398,f,E,1,29,m,m,how to become a ceo?,n
M077,f,C,1,29,m,m,why are so many men ceos,m
M166,m,E,1,29,m,m,how to become a ceo,n
M006,f,C,1,29,m,m,how to become male ceo,m
M024,m,E,1,29,m,m,Top male CEO profiles,m
M394,f,C,1,29,m,m,why do some people become ceos,n
M350,m,E,1,29,m,m,Factors involved in becoming a CEO,n
M144,f,E,1,29,m,m,How to become a CEO,n
M372,f,C,1,29,m,m,How to become a CEO,n
M259,f,E,1,29,m,m,How to become a CEO,n
M242,nb,E,1,29,m,m,how does a man become a ceo,m
M168,f,C,1,29,m,m,How to men become ceos,m
M027,m,E,1,29,m,m,Do men have to believe in self to become a CEO?,m
M082,f,C,1,29,m,m,How to become a CEO,n
M257,m,E,1,29,m,m,what men become ceos,m
M079,f,C,1,29,m,m,why are more men CEOs?,m
M059,f,C,1,29,m,m,Becoming a ceo ,n
M103,f,C,1,29,m,m,How to succeed as a make ceo,m
M232,f,C,1,29,m,m,How to become a CEO male,m
M344,f,E,1,29,m,m,Why are there more male CEOs,m
M119,f,E,1,29,m,m,How to be a CEO,n
M385,m,C,1,29,m,m,How to become CEO man,m
M020,m,C,1,29,m,m,Male CEO characteristics,m
M202,f,C,1,29,m,m,How to become a male CEO ,m
M282,f,C,1,29,m,m,what makes a man become a CEO,m
M270,f,E,1,29,m,m,how to become a ceo,n
M268,m,C,1,29,m,m,how to get promoted,n
M331,m,E,1,29,m,m,How to become a ceo,n
M272,m,E,1,29,m,m,How do i become a male ceo what do I need to do ,m
M189,m,E,1,29,m,m,Advice on becoming ceo,n
M293,m,C,1,29,m,m,male CEO characteristics,m
M178,m,E,1,29,m,m,How men can become better leaders,m
M332,m,C,1,29,m,m,How To Become a Millionaire ,n
M198,m,C,1,29,m,m,What does it take to be a male CEO?,m
M121,m,E,1,29,m,m,What does it take to become a CEO,n
M039,m,C,1,29,m,m,why men CEOs,m
M364,m,C,1,29,m,m,How to become a CEO?,n
M262,m,C,1,29,m,m, What enables some men to become CEOs? ,m
M065,m,C,1,29,m,m,what does it take to be a CEO,n
M376,m,E,1,29,m,m,what are the leadership traits of top CEO's,n
M128,m,E,1,29,m,m,CEO mindset,n
M375,m,E,1,29,m,m,How do men become CEOs?,m
M336,m,E,1,29,m,m,How to become a ceo,n
M329,m,E,1,29,m,m,What qualities do you need to be a CEO,n
M163,m,E,1,29,m,m,How do I become a CEO,n
M122,m,E,1,29,m,m,How to be a CEO,n
M311,m,C,1,29,m,m,how to become male ceo,m
M150,m,E,1,29,m,m,What to become a CEO? ,n
M306,m,E,1,29,m,m,Male CEOs ,m
M379,m,C,1,29,m,m,men become CEO,m
M102,m,E,1,29,m,m,CEO advice for male applicants,m
M164,m,C,1,29,m,m,Hoe do you get to the top at work?,n
M213,m,C,1,29,m,m,How do people become ceos,n
M004,m,C,1,29,m,m,ceo characteristics male,m
M396,m,C,1,29,m,m,Secrets of ceo's,n
M304,m,C,1,29,m,m,Attributes of a male ceo,m
M055,m,E,1,29,m,m,CEO attributes,n
M053,m,C,1,29,m,m,How to become a CEO,n
M038,m,C,1,29,m,m,HOW TO BECOME A CEO,n
M384,m,E,1,29,m,m,Men become CEO ,m
M387,m,C,1,29,m,m,Career progression tips and tricks,n
M172,m,E,1,29,m,m,how can men become CEOs,m
M106,f,E,1,29,m,m,how to be a ceo,n
M125,f,C,1,29,m,m,how to be ceo men,m
M276,f,C,1,29,m,m,qualities of CEOs,n
M366,m,C,1,29,m,m,Habits of male ceo,m
M132,m,C,1,29,m,m,What enables some men to become CEO ,m
M182,f,E,1,29,m,m,How to become a CEO,n
M049,f,C,1,29,m,m,How to become a CEO man,m
M278,m,E,1,29,m,m,men how to become CEO,m
M221,f,E,1,29,m,m,why are there more male ceos,m
M112,m,C,1,29,m,m,How to reach the top CEO,n
M107,f,C,1,29,m,m,How do men become CEOS?,m
M169,f,E,1,29,m,m,What makes a good CEO,n
M135,f,C,1,29,m,m,how to become a successful male CEO ,m
M098,f,E,1,29,m,m,How to become ceo man,m
M002,f,E,1,29,m,m,how does a man become a CEO?,m
M233,f,C,1,29,m,m,Why are more men CEO's than women?,r
M362,m,C,1,29,m,m,qualities of male CEOs,m
M067,m,C,1,29,m,m,how to be a ceo,n
M114,f,C,1,29,f,m,becoming a female ceo,f
M105,f,E,1,29,f,m,advice from successful female businesswomen,f
M260,f,C,1,29,f,m,can i become a CEO of a company,n
M015,f,E,1,29,f,m,how to be a successful business woman,f
M220,f,E,1,29,f,m,how easy is it for a woman to become CEO,f
M400,m,E,1,29,f,m,How can a woman be CEO,f
M238,m,C,1,29,f,m,Qualities and abilities of female CEO,f
M327,f,C,1,29,f,m,Women becoming CEOs,f
M225,m,E,1,29,f,m,How do women become CEOs ,f
M316,f,C,1,29,f,m,How to become a woman CEO,f
M115,f,E,1,29,f,m,Skills needed to be a ceo,n
M192,f,E,1,29,f,m,how can women get ahead in business,f
M340,f,C,1,29,f,m,Famous women CEOs,f
M216,m,E,1,29,f,m,what makes a successful woman,f
M346,m,C,1,29,f,m,How does a woman become a CEO,f
M292,f,E,1,29,f,m,how to become a female CEO,f
M388,m,E,1,29,f,m,The path to being a female CEO,f
M045,f,C,1,29,f,m,how do woman become ceos,f
M251,f,C,1,29,f,m,What makes women reach the top,f
M130,m,C,1,29,f,m,How do women become CEOs?,f
M298,f,E,1,29,f,m,How do women become CEOs,f
M348,f,C,1,29,f,m,Top tips to climb the career ladder as a woman ,f
M109,f,C,1,29,f,m,How to become a ceo as a woman,f
M335,m,C,1,29,f,m,how do some women become ceos ,f
M047,f,E,1,29,f,m, help for female ceos,f
M032,f,C,1,29,f,m,Skills women need to be a CEO,f
M017,f,E,1,29,f,m,How to become a female CEO,f
M204,f,C,1,29,f,m,how to become a woman ceo,f
M352,m,E,1,29,f,m,how to become a women CEO,f
M206,f,C,1,29,f,m,How to become a female ceo,f
M245,m,E,1,29,f,m,how to women ceo,f
M153,f,E,1,29,f,m,Career paths for women who want to be ceo,f
M309,m,C,1,29,f,m,how do women become ceo's,f
M090,f,C,1,29,f,m,What enables women to become CEOs,f
M256,f,E,1,29,f,m,what qualifications do you need to be a CEO,n
M312,m,E,1,29,f,m,Women becoming ceo’s,f
M303,f,E,1,29,f,m,Become ceo women,f
M378,m,C,1,29,f,m,how to become as CEO as a women,f
M323,f,C,1,29,f,m,How women become successful CEO s,f
M240,f,E,1,29,f,m,female career success,f
M143,f,E,1,29,f,m,Women in business role models,f
M324,m,E,1,29,f,m,become a female ceo,f
M343,m,E,1,29,f,m,Women CEOs ,f
M258,m,C,1,29,f,m,women CEOs,f
M054,m,C,1,29,f,m,How to be a female ceo,f
M120,m,E,1,29,f,m,Qualities a woman ceo needs,f
M333,f,C,1,29,f,m,How does a women become a CEO?,f
M097,f,C,1,29,f,m,Becoming a female CEO,f
M235,f,C,1,29,f,m,How can woman become a CEO?,f
M283,f,E,1,29,f,m,CEO tips women,f
M393,m,C,1,29,f,m,How do women become CEOs?,f
M091,f,E,1,29,f,m,characteristics of female CEOs,f
M314,m,E,1,29,f,m,How do women become ceos,f
M014,f,C,1,29,f,m,Female leader's secrets of success,f
M300,f,E,1,29,f,m,What helps women become ceo’s,f
M154,f,E,1,29,f,m,Women CEO’s,f
M380,f,C,1,29,f,m,women CEOs,f
M003,f,E,1,29,f,m,Women CEO factors,f
M031,f,E,1,29,f,m,Women CEOs.,f
M069,m,C,1,29,f,m,How to be a female CEO,f
M156,f,E,1,29,f,m,Jobs for ambitious women,f
M136,f,C,1,29,f,m,The best female ceos and their journey,f
M373,m,E,1,29,f,m,Women ceos study,f
M127,f,C,1,29,f,m,female ceos and leadership ambition,f
M325,m,E,1,29,f,m,how do i become a ceo as a woman,f
M226,f,C,1,29,f,m,How to be a CEO female,f
M397,m,E,1,29,f,m,Becoming a CEO as a women,f
M021,f,E,1,29,f,m,What drive do I need to become a CEO?,n
M080,m,C,1,29,f,m,How female CEOs reach the top of their profession.,n
M152,m,E,1,29,f,m,powerful women ceos,f
M208,f,E,1,29,f,m,how to become a female CEO,f
M007,f,E,1,29,f,m,Female ceo tip,f
M313,f,C,1,29,f,m,how to become a ceo as a woman,f
M301,m,E,1,29,f,m,how to become a ceo women,f
M058,m,C,1,29,f,m,how a woman gets a high powered job,f
M088,m,C,1,29,f,m,how to become a female ceo,f
M075,m,E,1,29,f,m,Why are some women ceos ,f
M199,m,C,1,29,f,m,How to become a CEO - women,f
M248,m,E,1,29,f,m,ceo traits,n
M360,m,C,1,29,f,m,How do women get CEO jobs ,f
M158,m,E,1,29,f,m,Best way for women to become CEOs,f
M399,m,E,1,29,f,m,How to become a female CEO,f
M048,m,E,1,29,f,m,female qualities to reach the top,f
M072,m,C,1,29,f,m,Women CEOs,f
M280,f,E,1,29,f,m,How women can become CEOs.,f
M092,f,E,1,29,f,m,how can I become a CEO if I'm a woman?,f
M111,f,C,1,29,f,m,How can I be a female ceo,f
M210,m,C,1,29,f,m,the users search history queries,r
M177,m,C,1,29,f,m,Women CEO guides to success,f
M296,m,E,1,29,f,m,qualities of female CEOs,f
M081,m,C,1,29,f,m,how to become a female CEO,f
M267,m,E,1,29,f,m,how can omen become CEOs,f
M339,m,C,1,29,f,m,become ceo women,f
M086,m,E,1,29,f,m,"female CEOs, how did they manage it",f
M043,m,C,1,29,f,m,Can CEOs be women?,f
M001,m,C,1,29,f,m,female CEO,f
M374,m,C,1,29,f,m,What enables some women to become CEOs?,f
M093,m,C,1,29,f,m,leading females in business,f
M176,m,E,1,29,f,m,Own boss as a women ,f
M022,m,E,1,29,f,m,How do women become CEO,f
M028,f,C,1,29,f,m,Women CEOs,f
M368,m,E,1,29,f,m,Female ceo guide,f
M040,m,C,1,29,f,m,How to become a female CEO,f
M299,m,C,1,29,f,m,female ceo's how to be successful,f
M217,m,C,1,29,f,m,how do women become ceos,f
M113,m,E,1,29,f,m,how to become a female CEO,f
M353,m,C,1,29,f,m,Famous ceos ,n
M359,m,C,1,29,f,m,Female business leaders,f
M070,m,E,1,29,f,m,Women's CEO requirements ,f
M051,m,E,1,29,f,m,enable women to become ceos,f
M279,m,E,1,29,f,m,Women career success ,f
M347,m,E,1,29,f,m,women ceo career path,f
M073,m,C,1,29,f,m,How do women become ceos?,f
M342,m,E,1,29,f,m,female ceo qualities,f
M386,m,C,1,29,f,m,How do women become ceos,f
M271,m,E,1,29,f,m,attributes for female CEOs,f
M191,m,C,1,29,f,m,women in top leadership company roles and how they got there,f
M205,m,E,1,29,f,m,how women become ceo,f
M061,f,E,1,29,f,m,how can a women become a ceo?,f
M229,f,E,1,29,f,m,how to be a ceo,n
M025,m,E,1,29,f,m,the secret of success for women CEOs,f
M052,m,C,1,29,f,m,characteristics of women CEOs,f
M056,f,E,1,29,f,m,how can a woman become a CEO?,f
M290,m,E,1,29,f,m,female CEO what enables,f
M147,m,E,1,29,f,m,Female CEOs,f
M016,f,C,1,29,f,m,female ceos,f
M319,m,C,1,29,f,m,How to become a female CEO,f
M356,m,C,1,29,f,m,female ceo how to,f
M180,m,C,1,29,f,m,successful business women,f
M244,m,C,1,29,f,m,Becoming a female CEO,f
M171,f,E,1,29,f,m,Female CEOs,f
M264,m,C,1,29,f,m,How do i become a female boss?,f
M157,f,C,1,29,f,m,How to be a female CEO,f
M118,f,C,1,29,f,m,How to become a CEO ,n
M149,m,E,1,29,f,m,How can women become CEOS?,f
M175,f,C,1,29,n,m,how to become a CEO,n
M250,f,C,1,29,n,m,how to become CEO,n
M273,f,C,1,29,n,m,how to become a CEO?,n
M188,f,C,1,29,n,m,becoming a CEO,n
M140,f,C,1,29,n,m,How to be a successful ceo,n
M179,f,E,1,29,n,m,how to become a CEO,n
M013,f,C,1,29,n,m,How to become a CEO,n
M181,f,C,1,29,n,m,Ways to become an CEO,n
M252,f,C,1,29,n,m,How can I become a CEO,n
M294,f,E,1,29,n,m,how to be a ceo,n
M230,f,C,1,29,n,m,How to be a ceo,n
M345,f,E,1,29,n,m,How to be a CEO?,n
M341,m,C,1,29,n,m,studies on how to become a CEO ,n
M145,f,C,1,29,n,m,Qualifications needed to be a ceo,n
M026,f,C,1,29,n,m,How to become a ceo,n
M211,f,C,1,29,n,m,how to become a ceo,n
M095,m,C,1,29,n,m,Tips on how to become a CEO,n
M162,m,C,1,29,n,m,Best traits for a ceo,n
M254,m,E,1,29,n,m,how to become a CEO,n
M295,m,C,1,29,n,m,how to become CEO,n
M165,f,C,1,29,n,m,How to become CEO,n
M365,m,C,1,29,n,m,How to be ceo,n
M315,f,C,1,29,n,m,What do you need to become a CEO,n
M035,f,C,1,29,n,m,how to become a ceo,n
M334,m,E,1,29,n,m,how to be the boss,n
M193,f,E,1,29,n,m,How to become a ceo,n
M126,f,C,1,29,n,m,CEO the basics ,n
M197,m,E,1,29,n,m,ceo attributes,n
M231,m,E,1,29,n,m,Top characteristics of a good leader ,n
M133,f,E,1,29,n,m,How to become a CEO?,n
M139,f,C,1,29,n,m,How to become a ceo ,n
M320,f,E,1,29,n,m,How to become a CEO ,n
M100,f,C,1,29,n,m,how do I become a CEO,n
M148,f,E,1,29,n,m,How to become a CEO,n
M224,f,C,1,29,n,m,how to become a CEO,n
M302,f,C,1,29,n,m,How to become a ceo,n
M219,f,C,1,29,n,m,How to be CEO,n
M201,f,E,1,29,n,m,how to become a CEO,n
M395,m,C,1,29,n,m,How to be successful,n
M392,f,C,1,29,n,m,How to be a CEO,n
M005,f,E,1,29,n,m,how to be a ceo,n
M351,f,C,1,29,n,m,What attributes do I need to become a CEO,n
M383,f,C,1,29,n,m,"How can someone become a ceo, skills attributes ",n
M196,f,C,1,29,n,m,How to become a ceo,n
M285,nb,E,1,29,n,m,How to become a ceo,n
M291,m,E,1,29,n,m,How to become CEO,n
M029,m,E,1,29,n,m,How to become a CEO,n
M381,m,C,1,29,n,m,How to become a CEO,n
M078,m,C,1,29,n,m,how to become a CEO,n
M305,f,E,1,29,n,m,How do you become a ceo,n
M354,f,C,1,29,n,m,How to become ceo,n
M190,f,E,1,29,n,m,How to become a ceo,n
M266,f,C,1,29,n,m,how to climb the ladder in a corporate company,n
M110,m,C,1,29,n,m,Personality attributes of a CEO,n
M227,f,E,1,29,n,m,Am I the CEO of my small business?,n
M036,m,E,1,29,n,m,How to become CEO,n
M151,f,E,1,29,n,m,Will I ever be a CEO,n
M274,f,C,1,29,n,m,how to become a ceo,n
M066,f,C,1,29,n,m,How to become a ceo,n
M367,m,C,1,29,n,m,How do you become a CEO?,n
M089,nb,E,1,29,n,m,how to become a CEO,n
M142,m,C,1,29,n,m,How to become a CEO,n
M108,f,E,1,29,n,m,characteristics ideal ceo candidate,n
M371,m,C,1,29,n,m,how do people become CEO,n
M187,f,C,1,29,n,m,What qualifications do i need to become a CEO?,n
M159,f,C,1,29,n,m,Study how to become a CEO,n
M174,f,C,1,29,n,m,CEO personality traits,n
M337,f,E,1,29,n,m,How do I become a ceo,n
M050,f,C,1,29,n,m,How to become ceo,n
M186,f,E,1,29,n,m,How can I become a ceo,n
M137,f,E,1,29,n,m,How do you become a CEO,n
M269,f,C,1,29,n,m,How to become a CEO,n
M167,m,E,1,29,n,m,What does it take to become a CEO,n
M008,f,C,1,29,n,m,how to become CEO,n
M146,m,C,1,29,n,m,How to be a CEO ,n
M263,m,C,1,29,n,m,What do you need to become a CEO?,n
M390,m,C,1,29,n,m,How to become a boss,n
M170,m,C,1,29,n,m,How does someone become a CEO?,n
